VIN,year,model,description,certified,convertible,M,Mileage,Location,interior,exterior,engine,fuel,transmission,drivetrain,mpg_hw,mpg_city,driving_assistance,executive,luxury_rear_seating,M_sport,price
WBXHU7C36J5H45190,2018,X1,X1 sDrive28i,1,0,0,23096,CA,Black SensaTec,Black Sapphire Metallic,I-4 cyl,Other,Automatic,FWD,32,23,0,0,0,1,27399
WBY7Z4C54JVC34585,2018,i3,i3 Rex,1,0,0,15785,CA,Deka Dark Cloth,Fluid Black non metallic,-,Electric,Automatic,RWD,–,–,0,0,0,0,23399
WBY8P4C50K7D05264,2019,i3,i3 Rex,1,0,0,15046,CA,Deka Dark Cloth,Mineral Grey w/ BMW i Blue,-,Electric,Automatic,RWD,–,–,0,0,0,0,26996
3MW5R1J02M8B49969,2021,3 Series,330i Sedan NA,1,0,0,4003,CA,Black SensaTec,Alpine White,4,Gasoline,Automatic,RWD,36,26,0,0,0,0,38888
3MW5R1J03M8B55795,2021,3 Series,330i Sedan NA,1,0,0,4538,CA,Black SensaTec,Mineral Grey Metallic,4,Gasoline,Automatic,RWD,36,26,0,0,0,0,38888
3MW5R1J07M8B64175,2021,3 Series,330i Sedan NA,1,0,0,4410,CA,Black SensaTec,Alpine White,4,Gasoline,Automatic,RWD,36,26,0,0,0,0,39888
3MW5R1J09M8B59544,2021,3 Series,330i Sedan NA,1,0,0,4081,CA,Canberra Beige SensaTec,Blue Ridge Mountain Metallic,4,Gasoline,Automatic,RWD,36,26,0,0,0,0,39888
3MW5R1J0XM8B56054,2021,3 Series,330i Sedan NA,1,0,0,4231,CA,Canberra Beige SensaTec,Phytonic Blue Metallic,4,Gasoline,Automatic,RWD,36,26,0,0,0,0,37888
5UXCR6C52KLK83773,2019,X5,X5 xDrive40i,1,0,0,31207,CA,Black Vernasca Leather,Sunstone metallic,6,Gasoline,Automatic,AWD,26,20,0,0,0,1,59888
5UXCR6C5XKLK79194,2019,X5,X5 xDrive40i,1,0,0,35026,CA,Canberra Beige Vernasca Leathe,Arctic Grey Metallic,6,Gasoline,Automatic,AWD,26,20,0,0,0,0,53888
5UXKR2C50J0Z18218,2018,X5,X5 sDrive35i,1,0,0,36727,CA,Black SensaTec,Alpine White,6,Gasoline,Automatic,RWD,25,18,0,0,0,0,36888
5UXKU2C57J0X50642,2018,X6,X6 xDrive35i,1,0,0,35972,CA,Ivory White/Blk Dakota Leather,Dark Graphite Metallic,6,Gasoline,Automatic,AWD,24,18,0,0,0,0,47888
5UXTR9C50JLD65083,2018,X3,X3 xDrive30i,1,0,0,27224,CA,Black SensaTec,Mineral White Metallic,4,Gasoline,Automatic,AWD,29,22,1,0,0,0,36888
5UXTR9C5XJLD63891,2018,X3,X3 xDrive30i,1,0,0,9530,CA,Mocha Vernasca Leather,Mineral White Metallic,4,Gasoline,Automatic,AWD,29,22,1,0,0,0,37588
5UXTY3C02M9E50643,2021,X3,X3 sDrive30i,1,0,0,4371,CA,Black SensaTec,Dark Graphite Metallic,4,Gasoline,Automatic,RWD,29,25,0,0,0,0,43888
5UXTY3C04M9D75220,2021,X3,X3 sDrive30i,1,0,0,4011,CA,Black SensaTec,Jet Black,4,Gasoline,Automatic,RWD,29,25,0,0,0,0,43888
5UXTY3C0XM9E27546,2021,X3,X3 sDrive30i,1,0,0,4008,CA,Canberra Beige/Black SensaTec,Dark Graphite Metallic,4,Gasoline,Automatic,RWD,29,25,0,0,0,1,43888
WBA4J1C54JBG79997,2018,4 Series,430i Gran Coupe,1,0,0,29899,CA,Black SensaTec,Alpine White,4,Gasoline,Automatic,RWD,34,24,0,0,0,1,31988
WBA4J5C55JBF07128,2018,4 Series,440i Gran Coupe,1,0,0,23850,CA,Black Dak Lthr w/ Oyster hglgt,Black Sapphire Metallic,6,Gasoline,Automatic,RWD,32,21,0,0,0,1,38988
WBA4J5C59JBF07343,2018,4 Series,440i Gran Coupe,1,0,0,32658,CA,Coral Red Dakota Leather,Mineral Grey Metallic,6,Gasoline,Automatic,RWD,32,21,0,0,0,0,35888
WBA4W5C55JAE43261,2018,4 Series,430i xDrive Coupe,1,0,0,22566,CA,Leather Dakota Black/Blue Stit,Mineral Grey Metallic,4,Gasoline,Automatic,AWD,33,23,0,0,0,1,34888
WBA73AK06M7G52238,2021,2 Series,228i xDrive Gran Coupe,1,0,0,4369,CA,Black SensaTec,Jet Black,4,Gasoline,Automatic,AWD,33,23,0,0,0,0,37888
WBA8A9C54JAH14849,2018,3 Series,320i Sedan,1,0,0,11916,CA,Black SensaTec,Jet Black,4,Gasoline,Automatic,RWD,35,24,0,0,0,0,23888
WBA8A9C54JK623006,2018,3 Series,320i Sedan,1,0,0,23179,CA,Black SensaTec,Alpine White,4,Gasoline,Automatic,RWD,35,24,0,0,0,0,22588
WBA8B9G54JNV00375,2018,3 Series,330i Sedan SA,1,0,0,14057,CA,Black SensaTec/Red Stitching,Jet Black,4,Gasoline,Automatic,RWD,34,24,0,0,0,0,26888
WBA8E1C53JA167494,2018,3 Series,330e iPerformance,1,0,0,25683,CA,Black SensaTec,Jet Black,4,Other,Automatic,RWD,–,–,0,0,0,0,26888
WBA8E1G59JNU93142,2018,3 Series,320i Sedan SA,1,0,0,13222,CA,Venetian Beige Sensatec,Alpine White,4,Gasoline,Automatic,RWD,35,24,0,0,0,0,24588
WBAJA5C5XJWA37061,2018,5 Series,530i Sedan,1,0,0,27001,CA,Black Dakota Leather,Bluestone Metallic,4,Gasoline,Automatic,RWD,34,24,1,0,0,0,35588
WBAJA9C03LCD12771,2020,5 Series,530e Sedan,1,0,0,11252,CA,Black SensaTec,Dark Graphite Metallic,4,Other,Automatic,RWD,–,–,0,0,0,0,45888
WBAJE5C59JWA94338,2018,5 Series,540i Sedan,1,0,0,28448,CA,Black Dakota Leather,Mineral White Metallic,6,Gasoline,Automatic,RWD,30,21,0,0,0,0,37188
WBAJS1C02LWW75461,2020,5 Series,540i Sedan,1,0,0,10502,CA,Cognac Dakota Leather,Bluestone Metallic,6,Gasoline,Automatic,RWD,30,22,0,0,0,1,53988
WBXYH9C02M5S06282,2021,X2,X2 sDrive28i,1,0,0,4035,CA,Black SensaTec,Mineral White Metallic,4,Gasoline,Automatic,FWD,32,24,0,0,0,0,35888
3MW5R1J00M8B47119,2021,3 Series,330i Sedan NA,0,0,0,5817,CA,Black SensaTec,Jet Black,I-4 cyl,Other,Automatic,RWD,36,26,1,0,0,0,38497
3MW5R1J03M8B52783,2021,3 Series,330i Sedan NA,0,0,0,5006,CA,Black SensaTec,Alpine White,I-4 cyl,Other,Automatic,RWD,36,26,1,0,0,0,39999
3MW5R1J03M8B59569,2021,3 Series,330i Sedan NA,0,0,0,4531,CA,Black SensaTec,Jet Black,I-4 cyl,Other,Automatic,RWD,36,26,1,0,0,0,38497
3MW5R1J03M8B60012,2021,3 Series,330i Sedan NA,0,0,0,7277,CA,Black SensaTec,Mineral Grey Metallic,I-4 cyl,Other,Automatic,RWD,36,26,1,0,0,0,40296
3MW5R1J05L8B16138,2020,3 Series,330i Sedan NA,0,0,0,22159,CA,Black SensaTec,Alpine White,I-4 cyl,Other,Automatic,RWD,36,26,1,0,0,0,35999
3MW5R1J05M8B47696,2021,3 Series,330i Sedan NA,1,0,0,5352,CA,Black SensaTec,Alpine White,I-4 cyl,Other,Automatic,RWD,36,26,0,0,0,0,38296
3MW5R1J05M8B53630,2021,3 Series,330i Sedan NA,1,0,0,5474,CA,Black SensaTec,Jet Black,I-4 cyl,Other,Automatic,RWD,36,26,0,0,0,0,36796
3MW5R1J07M8B50065,2021,3 Series,330i Sedan NA,0,0,0,6129,CA,Black SensaTec,Jet Black,I-4 cyl,Other,Automatic,RWD,36,26,0,0,0,0,38497
3MW5R1J07M8B51989,2021,3 Series,330i Sedan NA,0,0,0,5191,CA,Black SensaTec,Jet Black,I-4 cyl,Other,Automatic,RWD,36,26,1,0,0,0,38797
3MW5R1J07M8B56948,2021,3 Series,330i Sedan NA,0,0,0,7676,CA,Black SensaTec,Alpine White,I-4 cyl,Other,Automatic,RWD,36,26,1,0,0,0,40499
3MW5R1J08M8B56585,2021,3 Series,330i Sedan NA,0,0,0,5978,CA,Black SensaTec,Jet Black,I-4 cyl,Other,Automatic,RWD,36,26,1,0,0,0,41499
3MW5R1J09M8B51394,2021,3 Series,330i Sedan NA,0,0,0,5224,CA,Black SensaTec,Jet Black,I-4 cyl,Other,Automatic,RWD,36,26,0,0,0,0,37797
3MW5R1J09M8B55882,2021,3 Series,330i Sedan NA,0,0,0,4776,CA,Black SensaTec,Mineral Grey Metallic,I-4 cyl,Other,Automatic,RWD,36,26,1,0,0,0,41497
5UXCR6C54KLK84391,2019,X5,X5 xDrive40i,1,0,0,12894,CA,Cognac Vernasca Leather,Jet Black,I-6 cyl,Other,Automatic,AWD,26,20,0,0,0,0,57999
5UXCR6C57KLL03080,2019,X5,X5 xDrive40i,1,0,0,25583,CA,Cognac Vernasca Leather,Jet Black,I-6 cyl,Other,Automatic,AWD,26,20,0,0,0,0,54998
5UXCW2C06L9A01836,2020,X7,X7 xDrive40i,1,0,0,15069,CA,Coffee Vernasca Leather,Phytonic Blue Metallic,I-6 cyl,Other,Automatic,AWD,25,20,0,0,0,0,75999
5UXKR0C56JL070879,2018,X5,X5 xDrive35i,0,0,0,23444,CA,Mocha Dakota Leather,Mineral White Metallic,I-6 cyl,Other,Automatic,AWD,24,18,1,0,0,0,41498
5UXKR2C34H0U22864,2017,X5,X5 sDrive35i,0,0,0,25999,CA,Black Dakota Leather,Dark Graphite Metallic,I-6 cyl,Other,Automatic,Other,25,18,1,0,0,0,34497
5UXKR2C51J0Z17997,2018,X5,X5 sDrive35i,0,0,0,40899,CA,Black SensaTec,Alpine White,I-6 cyl,Other,Automatic,Other,25,18,0,0,0,0,34999
5UXKR2C54J0X10679,2018,X5,X5 sDrive35i,1,0,0,31693,CA,Black Dakota Leather,Glacier Silver Metallic,I-6 cyl,Other,Automatic,Other,25,18,0,0,0,0,35596
5UXKR2C54J0Z17153,2018,X5,X5 sDrive35i,0,0,0,26374,CA,Canberra Beige/Black Dakota Le,Alpine White,I-6 cyl,Other,Automatic,Other,25,18,0,0,0,0,37999
5UXKR2C55J0X10335,2018,X5,X5 sDrive35i,0,0,0,57613,CA,Black Dakota Leather,Black Sapphire Metallic,I-6 cyl,Other,Automatic,Other,25,18,0,0,0,1,33996
5UXKR2C55J0Z17310,2018,X5,X5 sDrive35i,0,0,0,41336,CA,Black Dakota Leather,Space Gray Metallic,I-6 cyl,Other,Automatic,Other,25,18,0,0,0,0,34798
5UXKR2C57J0Z17227,2018,X5,X5 sDrive35i,1,0,0,32379,CA,Black Dakota Leather,Glacier Silver Metallic,I-6 cyl,Other,Automatic,Other,25,18,1,0,0,0,39998
5UXKS4C36H0Y16284,2017,X5,X5 xDrive35d,1,0,0,25389,CA,Black Dakota Leather,Black Sapphire Metallic,I-6 cyl,Diesel,Automatic,AWD,29,23,1,0,0,0,38296
5UXKT0C57J0W02854,2018,X5,X5 xDrive40e iPerformance,1,0,0,19971,CA,Black SensaTec,Space Gray Metallic,I-4 cyl,Other,Automatic,AWD,–,–,0,0,0,0,42999
5UXKU2C52J0Z61599,2018,X6,X6 xDrive35i,1,0,0,36793,CA,Black Dakota Leather,Mineral White Metallic,I-6 cyl,Other,Automatic,AWD,24,18,1,0,0,1,49999
5UXTR7C54KLE94725,2019,X3,X3 sDrive30i,1,0,0,29146,CA,Black SensaTec,Alpine White,I-4 cyl,Other,Automatic,Other,30,23,0,0,0,1,35999
5UXTR9C53JLD65482,2018,X3,X3 xDrive30i,1,0,0,30264,CA,Black Vernasca Leather,Phytonic Blue Metallic,I-4 cyl,Other,Automatic,AWD,29,22,0,0,0,0,34999
5UXTR9C54JLC76309,2018,X3,X3 xDrive30i,1,0,0,28110,CA,Black Vernasca Leather,Mineral White Metallic,I-4 cyl,Other,Automatic,AWD,29,22,0,0,0,0,34999
5UXTR9C58JLD68782,2018,X3,X3 xDrive30i,1,0,0,11508,CA,Black SensaTec,Alpine White,I-4 cyl,Other,Automatic,AWD,29,22,0,0,0,0,36999
5UXTS3C54J0Y97937,2018,X3,X3 M40i,1,0,1,29837,CA,Oyster Vernasca Leather,Alpine White,I-6 cyl,Other,Automatic,AWD,27,20,1,0,0,0,40999
5UXTY3C02M9E07548,2021,X3,X3 sDrive30i,0,0,0,5885,CA,Black SensaTec,Glacier Silver Metallic,I-4 cyl,Other,Automatic,Other,29,25,0,0,0,0,40497
5UXTY3C07M9E04564,2021,X3,X3 sDrive30i,0,0,0,5700,CA,Black SensaTec,Alpine White,I-4 cyl,Other,Automatic,Other,29,25,0,0,0,0,40999
5UXXW3C57J0Z60762,2018,X4,X4,0,0,0,44993,CA,Black,Jet Black,I-4 cyl,Other,Automatic,AWD,28,20,0,0,0,0,30998
WBA3A5C57EP601108,2014,3 Series,328i Sedan,0,0,0,72949,CA,Black Dakota Leather,Jet Black,I-4 cyl,Other,Automatic,RWD,35,23,0,0,0,0,16999
WBA3C1G53DNR44523,2013,3 Series,328i Sedan,0,0,0,136851,CA,Black SensaTec,Mineral Grey Metallic,I-4 cyl,Other,Automatic,RWD,33,23,0,0,0,0,10999
WBA4A5C50FG051790,2015,4 Series,428i Gran Coupe,0,0,0,41782,CA,Black Dakota Leather,Black Sapphire Metallic,I-4 cyl,Other,Automatic,RWD,34,23,1,0,0,1,21798
WBA4A5C53FD410776,2015,4 Series,428i Gran Coupe,0,0,0,76741,CA,Black Dakota Leather,Jet Black,I-4 cyl,Other,Automatic,RWD,34,23,1,0,0,0,17798
WBA4J1C51KBM12556,2019,4 Series,430i Gran Coupe,1,0,0,38586,CA,Black SensaTec,Alpine White,I-4 cyl,Other,Automatic,RWD,34,24,0,0,0,0,28999
WBA4J1C52JBG76483,2018,4 Series,430i Gran Coupe,1,0,0,31986,CA,Black Dak Lthr w/ Oyster hglgt,Mineral White Metallic,I-4 cyl,Other,Automatic,RWD,34,24,0,0,0,0,27998
WBA4J1C53KBM15555,2019,4 Series,430i Gran Coupe,0,0,0,37076,CA,Black SensaTec,Jet Black,I-4 cyl,Other,Automatic,RWD,34,24,0,0,0,0,29999
WBA4J1C54JBM11884,2018,4 Series,430i,0,0,0,30038,CA,Beige,Alpine White,I-4 cyl,Other,–,RWD,34,24,0,0,0,0,29999
WBA4J1C57JBG79959,2018,4 Series,430i Gran Coupe,0,0,0,25310,CA,Black SensaTec,Glacier Silver Metallic,I-4 cyl,Other,Automatic,RWD,34,24,0,0,0,0,27798
WBA4J1C57JBM10938,2018,4 Series,430i Gran Coupe,1,0,0,21639,CA,Black SensaTec,Mineral White Metallic,I-4 cyl,Other,Automatic,RWD,34,24,0,0,0,0,28998
WBA4J1C5XJBM10447,2018,4 Series,430i Gran Coupe,1,0,0,39531,CA,Black SensaTec/Red Stitching,Mineral White Metallic,I-4 cyl,Other,Automatic,RWD,34,24,0,0,0,0,28999
WBA53AP06MCF67116,2021,4 Series,430i Coupe,0,0,0,5832,CA,Black SensaTec,Alpine White,I-4 cyl,Other,Automatic,RWD,34,26,0,0,0,0,44999
WBA4J1C50JBM10554,2018,4 Series,430i Gran Coupe,1,0,0,33223,CA,Black SensaTec,Mineral Grey Metallic,2.0L 4 Cylinder Engine,Gasoline,Automatic,RWD,34,24,0,0,0,0,27900
WBA4J1C52KBM18818,2019,4 Series,430i Gran Coupe,1,0,0,31354,CA,Ivory White Lthr w/Dark Oyster,Imperial Blue Metallic,2.0L 4 Cylinder Engine,Gasoline,Automatic,RWD,34,24,1,0,0,0,32900
WBA4J1C53JBM11651,2018,4 Series,430i Gran Coupe,1,0,0,40904,CA,Ivory White Lthr w/Dark Oyster,Imperial Blue Metallic,2.0L 4 Cylinder Engine,Gasoline,Automatic,RWD,34,24,0,0,0,0,28900
WBA4J1C56JBG76986,2018,4 Series,430i Gran Coupe,1,0,0,27806,CA,Black SensaTec,Alpine White,2.0L 4 Cylinder Engine,Gasoline,Automatic,RWD,34,24,0,0,0,0,29000
WBA4J1C57JBG77306,2018,4 Series,430i Gran Coupe,1,0,0,34004,CA,Black SensaTec,Mineral White Metallic,2.0L 4 Cylinder Engine,Gasoline,Automatic,RWD,34,24,0,0,0,0,31000
WBA4J1C57JBG81050,2018,4 Series,430i Gran Coupe,1,0,0,27748,CA,Black SensaTec,Black Sapphire Metallic,2.0L 4 Cylinder Engine,Gasoline,Automatic,RWD,34,24,0,0,0,1,33500
WBA4J1C58JBG76732,2018,4 Series,430i,1,0,0,48950,CA,Black SensaTec/Red Stitching,Jet Black,2.0L 4 Cylinder Engine,Gasoline,Automatic,RWD,34,24,0,0,0,0,24900
WBA4J1C58JBG80943,2018,4 Series,430i Gran Coupe,1,0,0,28081,CA,Coral Red Dakota Leather,Black Sapphire Metallic,2.0L 4 Cylinder Engine,Gasoline,Automatic,RWD,34,24,0,0,0,0,29900
WBA4J1C59JBG77808,2018,4 Series,430i Gran Coupe,1,0,0,35916,CA,Leather Black/Red hghlgt/Stitc,Glacier Silver Metallic,2.0L 4 Cylinder Engine,Gasoline,Automatic,RWD,34,24,0,0,0,0,27900
WBA4J5C52JBF06261,2018,4 Series,440i,1,0,0,19878,CA,Black SensaTec,Mineral Grey Metallic,3.0L Straight 6 Cylinder Engine,Gasoline,Automatic,RWD,32,21,0,0,0,0,34500
WBA4W3C5XKAF92433,2019,4 Series,430i Coupe,1,0,0,20291,CA,Black Dak Lthr w/ Oyster hglgt,Glacier Silver Metallic,2.0L 4 Cylinder Engine,Gasoline,Automatic,RWD,34,24,0,0,0,0,34000
WBA4W5C05LFJ40424,2020,4 Series,430i xDrive Coupe,0,0,0,11020,CA,Black SensaTec/Red Stitching,Jet Black,2.0L 4 Cylinder Engine,Gasoline,Automatic,AWD,31,21,0,0,0,0,42000
WBA4W7C58JAB93591,2018,4 Series,440i Coupe,1,0,0,45059,CA,Black SensaTec,Mineral Grey Metallic,3.0L Straight 6 Cylinder Engine,Gasoline,Automatic,RWD,32,21,0,0,0,0,36500
WBA5A5C56GD529542,2016,5 Series,528i Sedan,0,0,0,50294,CA,Black SensaTec,Alpine White,2.0L 4 Cylinder Engine,Gasoline,Automatic,RWD,34,23,0,0,0,0,19900
WBA5R1C0XLFJ29164,2020,3 Series,330i Sedan,0,0,0,10556,CA,Canberra Beige Vernasca Lthr,Mineral Grey Metallic,2.0L 4 Cylinder Engine,Gasoline,Automatic,RWD,36,26,0,0,0,0,40000
WBA7E2C52HG740023,2017,7 Series,740i,1,0,0,25923,CA,Black Dakota Leather,Singapore Gray Metallic,3.0L Straight 6 Cylinder Engine,Gasoline,Automatic,RWD,29,21,1,0,0,1,41000
WBA7F0C55JGM22890,2018,7 Series,7 Series,0,0,0,38844,CA,Black Nappa Leather,Glacier Silver Metallic,4.4L 8 Cylinder Engine,Gasoline,Automatic,RWD,25,17,1,1,0,1,49900
WBA8A9C5XJK623012,2018,3 Series,320i Sedan,0,0,0,44803,CA,Black SensaTec,Alpine White,2.0L 4 Cylinder Engine,Gasoline,Automatic,RWD,35,24,0,0,0,0,21000
WBA8B9G31HNU56442,2017,3 Series,330i,1,0,0,22261,CA,Black SensaTec,Mineral Grey Metallic,2.0L 4 Cylinder Engine,Gasoline,Automatic,RWD,34,23,1,0,0,0,22900
WBA5A5C55ED500899,2014,5 Series,528i Sedan,0,0,0,119091,CA,Venetian Beige Dakota Leather,Alpine White,I-4 cyl,Other,Automatic,RWD,34,23,0,0,0,0,13499
WBA5B1C50ED482141,2014,5 Series,535i Sedan,0,0,0,75338,CA,Black Dakota Leather w bl st,Dark Graphite Metallic,I-6 cyl,Other,Automatic,RWD,30,20,0,0,0,1,18999
WBA7E2C50JB214914,2018,7 Series,740i Sedan,0,0,0,27198,CA,Black Dakota Leather,Black Sapphire Metallic,I-6 cyl,Other,Automatic,RWD,29,21,1,0,0,1,43798
WBA7E2C51KB216396,2019,7 Series,740i Sedan,1,0,0,39990,CA,Black Dakota Leather,Black Sapphire Metallic,I-6 cyl,Other,Automatic,RWD,29,21,0,0,0,1,46497
WBA7E2C57JG743201,2018,7 Series,740i Sedan,1,0,0,20939,CA,Black Dakota Leather,Singapore Gray Metallic,I-6 cyl,Other,Automatic,RWD,29,21,1,0,0,1,48999
WBA8A3C5XJA499794,2018,3 Series,320i xDrive Sedan,1,0,0,45500,CA,Black SensaTec,Glacier Silver Metallic,I-4 cyl,Other,Automatic,AWD,34,23,0,0,0,0,21998
WBA8A9C51JAD28020,2018,3 Series,320i Sedan,0,0,0,37035,CA,Black SensaTec,Glacier Silver Metallic,I-4 cyl,Other,Automatic,RWD,35,24,0,0,0,0,19798
WBA8A9C53JAD26866,2018,3 Series,320i Sedan,1,0,0,33738,CA,Black SensaTec,Mineral Grey Metallic,I-4 cyl,Other,Automatic,RWD,35,24,0,0,0,0,20798
WBA8A9C5XJK622829,2018,3 Series,320i Sedan,1,0,0,27544,CA,Black SensaTec,Jet Black,I-4 cyl,Other,Automatic,RWD,35,24,0,0,0,0,21999
WBA8B3G58JNU36595,2018,3 Series,340i Sedan SA,1,0,0,25355,CA,Black SensaTec,Glacier Silver Metallic,I-6 cyl,Other,Automatic,RWD,32,21,0,0,0,0,31999
WBA8B9C53JK676745,2018,3 Series,330i Sedan,0,0,0,38693,CA,Coral Red Dakota Leather,Alpine White,I-4 cyl,Other,Automatic,RWD,34,24,0,0,0,0,24999
WBA8B9G50JNU99273,2018,3 Series,330i Sedan SA,1,0,0,22106,CA,Black SensaTec,Mineral Grey Metallic,I-4 cyl,Other,Automatic,RWD,34,24,0,0,0,0,25999
WBA8B9G52JNV11388,2018,3 Series,330i Sedan SA,1,0,0,21687,CA,Black SensaTec,Jet Black,I-4 cyl,Other,Automatic,RWD,34,24,0,0,0,0,25999
WBA8B9G53JNU99199,2018,3 Series,330i Sedan SA,1,0,0,29634,CA,Venetian Beige Sensatec,Alpine White,I-4 cyl,Other,Automatic,RWD,34,24,0,0,0,0,23798
WBA8B9G55JNU99169,2018,3 Series,330i Sedan SA,1,0,0,31296,CA,Black SensaTec/Red Stitching,Jet Black,I-4 cyl,Other,Automatic,RWD,34,24,0,0,0,0,24999
WBA8B9G59JNV00078,2018,3 Series,330i Sedan SA,1,0,0,31794,CA,Black SensaTec,Black Sapphire Metallic,I-4 cyl,Other,Automatic,RWD,34,24,0,0,0,0,26999
WBA8E1C59JA180251,2018,3 Series,330e iPerformance,0,0,0,20178,CA,Black SensaTec/Red Stitching,Mineral Grey Metallic,I-4 cyl,Other,Automatic,RWD,–,–,0,0,0,0,25999
WBA8E1G55JNU92988,2018,3 Series,320i Sedan SA,0,0,0,29777,CA,Black SensaTec,Jet Black,I-4 cyl,Other,Automatic,RWD,35,24,0,0,0,0,23999
WBA8E1G55JNU93249,2018,3 Series,320i Sedan SA,0,0,0,46781,CA,Black SensaTec,Jet Black,I-4 cyl,Other,Automatic,RWD,35,24,0,0,0,0,19999
WBA8E1G58GNT37408,2016,3 Series,320i Sedan SA,0,0,0,57585,CA,Black SensaTec,Alpine White,I-4 cyl,Other,Automatic,RWD,36,24,0,0,0,0,17499
WBA8E5C51JA507622,2018,3 Series,328d Sedan,1,0,0,16402,CA,Black SensaTec/Red Stitching,Alpine White,I-4 cyl,Diesel,Automatic,RWD,43,31,0,0,0,0,26999
WBA8E9G51GNT42030,2016,3 Series,328i Sedan SA S,0,0,0,51627,CA,Black SensaTec,Jet Black,I-4 cyl,Other,Automatic,RWD,35,23,0,0,0,0,18798
WBAFR9C53DD226699,2013,5 Series,550i Sedan,0,0,0,51483,CA,Black Dakota Leather,Carbon Black Metallic,V-8 cyl,Other,Automatic,RWD,22,15,0,1,0,1,22999
WBAJA5C35HG896123,2017,5 Series,530i Sedan SULEV,1,0,0,35450,CA,Ivory Nappa Lthr w/Brown Dash,Carbon Black Metallic,I-4 cyl,Other,Automatic,RWD,34,24,1,0,0,1,31999
WBAJA5C53JWA38472,2018,5 Series,530i Sedan,1,0,0,25690,CA,Leather Dakota Black/Blue Stit,Alpine White,I-4 cyl,Other,Automatic,RWD,34,24,0,0,0,1,34999
WBAJA5C5XJG899641,2018,5 Series,530i Sedan,1,0,0,13026,CA,Black SensaTec,Glacier Silver Metallic,I-4 cyl,Other,Automatic,RWD,34,24,1,0,0,0,35999
WBAJA9C50KB253711,2019,5 Series,530e,1,0,0,25291,CA,Black SensaTec,Bluestone Metallic,I-4 cyl,Other,Automatic,RWD,–,–,0,0,0,0,34999
WBAJA9C52JB249125,2018,5 Series,530e iPerformance,1,0,0,34518,CA,Black Dakota Leather,Alpine White,I-4 cyl,Other,Automatic,RWD,–,–,1,0,0,0,30999
WBAJE5C52JWA95346,2018,5 Series,540i Sedan,1,0,0,14364,CA,Cognac Dakota Leather,Carbon Black Metallic,I-6 cyl,Other,Automatic,RWD,30,21,0,0,0,1,39999
WBAJE5C53JWA94450,2018,5 Series,540i Sedan,1,0,0,36642,CA,Black Dakota Leather,Alpine White,I-6 cyl,Other,Automatic,RWD,30,21,0,0,0,0,34999
WBAJR3C09LWW62326,2020,5 Series,530i Sedan,1,0,0,24761,CA,Black SensaTec,Alpine White,I-4 cyl,Other,Automatic,RWD,33,25,0,0,0,0,40999
WBXHT3C31J5K22376,2018,X1,X1 xDrive28i,1,0,0,36568,CA,Mocha Dakota Leather,Mineral White Metallic,I-4 cyl,Other,Automatic,AWD,31,22,0,0,0,0,25998
WBXHT3Z33H4A56565,2017,X1,X1 xDrive28i Br SULEV,0,0,0,22447,CA,Black SensaTec,Mineral Grey Metallic,I-4 cyl,Other,Automatic,AWD,31,22,0,0,0,0,23296
WBXHU7C35J5H39395,2018,X1,X1 sDrive28i,0,0,0,32655,CA,Black Perforated Dakota Leathe,Alpine White,I-4 cyl,Other,Automatic,FWD,32,23,0,0,0,0,23296
WBXHU7C35J5H44547,2018,X1,X1 sDrive28i,1,0,0,16381,CA,Black Perforated Dakota Leathe,Mineral Grey Metallic,I-4 cyl,Other,Automatic,FWD,32,23,0,0,0,0,24497
WBXHU7C37H5H38212,2017,X1,X1 sDrive28i SULEV,1,0,0,33520,CA,Black SensaTec,Black Sapphire Metallic,I-4 cyl,Other,Automatic,FWD,32,23,1,0,0,0,23396
WBXHU7C38H5H38669,2017,X1,X1 sDrive28i SULEV,0,0,0,25203,CA,Black SensaTec,Mediterranean Blue Metallic,I-4 cyl,Other,Automatic,FWD,32,23,1,0,0,0,23396
WBXHU7C3XH5H37040,2017,X1,X1 sDrive28i SULEV,0,0,0,48377,CA,Black Perforated Dakota Leathe,Mineral Grey Metallic,I-4 cyl,Other,Automatic,FWD,32,23,1,0,0,0,22296
WBXJG7C03M5S12004,2021,X1,X1,0,0,0,4075,CA,Oyster Black,Jet Black,I-4 cyl,Other,–,FWD,33,24,0,0,0,0,34721
WBXYJ3C3XJEB37979,2018,X2,X2 sDrive28i,0,0,0,19560,CA,Black SensaTec,Jet Black,I-4 cyl,Other,Automatic,FWD,32,23,0,0,0,0,28499
WBY7Z2C54JVB88759,2018,i3,i3,0,0,0,24209,CA,Giga Brown Carum Spice,Imperial Blue Metallic w Frozen Gray Accent,-,Electric,–,RWD,106,129,0,0,0,0,19999
WBY7Z4C54JVD95406,2018,i3,i3 Rex,1,0,0,25951,CA,Mega (Sensatec and Cloth),Fluid Black non metallic,-,Electric,Automatic,RWD,–,–,0,0,0,0,19796
WBY8P4C51K7D54277,2019,i3,i3 Rex,1,0,0,22351,CA,Deka Dark Cloth,Capparis White/BMW i Frozen Bl,-,Electric,Automatic,RWD,–,–,0,0,0,0,26999
3MW5P7J09M8B60847,2021,3 Series,330e Sedan NA,0,0,0,7451,CA,Black SensaTec,Alpine White,I-4 cyl,Other,Automatic,RWD,–,–,0,0,0,1,45777
